,Clothing ID,Age,Title,Review Text,Rating,Recommended,Positive Feedback Count,Division Name,Department Name,Class Name
12327,868,41,Beautiful and very comfortable top!,"I bought this top on the advice of another tall reviewer and i'm so happy that i did.  this is the perfect top for tall girls.  i did size down from my usual large to a medium. the top was still oversized, but in a very pretty way.  i love the material.  this top is so soft and extremely comfortable. the v neckline is very pretty and not too low.  i can see myself dressing this up with nicer pants for work or with skinny jeans for a more casual look.  if you are a tall girl, this top is a must h",5,1,0,General,Tops,Knits
12331,868,60,Relaxed and soft,"What a great top! i am 5'9"" - 136 lbs with a 34d chest.. and this top looks and feels great on. i am usually a 6 and the small fit perfectly. i purchased the grey and it is a nice medium grey color. the v in front hits in a great spot.. not too low, but just low enough to look feminine. i haven't washed and dried the top yet, so i hope it looks as good after washing as it does brand new. i was hesitant to order because of the earlier reviews, but i find this top really works for me, so i am glad",5,1,0,General,Tops,Knits
12337,868,45,Loose and comfy,"I love the neckline on this - sharp enough for work, but cute for a fun night out too. only complaint is it's soooo flowy on the bottom. i could hide a baby under here for sure. i got the medium thank goodness or it would have been ridiculous. i'm 5'8, 160lbs. great for fall.",4,1,0,General,Tops,Knits
12340,868,71,Neckline,"I love the way the neckline is open not too low ! it also falls on your hips just right.

great buy",5,1,0,General,Tops,Knits
12346,868,37,,"Gorgeous color (plum) and is very comfy. the lace at the top is just enough to be feminine, but not too much to be trashy.
like many of the other reviewers, i sized this down and am glad that i did. i think the larger size would have been ""tent like"".",4,1,0,General,Tops,Knits
12348,868,67,April fools?,"I do not even know where to begin with this product. i ordered a small (i go between small and medium) and felt that would be a good fit. after trying on the shirt, i would have opted for the xxxxxxxxs or whatever the smallest size is. this shirt is very boxy. i know its supposed to have a 'flow' to it, but this shirt is too much. it needs to be taken in. or have a belt wrapped around it. i tried the belt look but it did not look flattering. i found this color to be very blah. overall, i am slig",1,0,0,General,Tops,Knits
12350,868,33,"Cute, but....",I can usually be counted on to love a pretty top with lace detail and a bit of flow. this one has those qualities but it does not look great on me. perhaps it is too flowy because i am 5?3. or possibly the fabric is too soft a look on me. i did size down as reviewers suggested. maybe one size was not enough :-). i must return it.,3,0,0,General,Tops,Knits
12351,868,66,Love love,"This top is fabulous! so comfy and the lace at the top is just right. it does run a little big but drapes so well it looks fine...i got the plum but tempted to get the ivory,,,especially at the sale price! a steal...",5,1,0,General,Tops,Knits
12353,868,39,,Huge! normally wear a medium and this was huge and very unflattering.,2,0,0,General,Tops,Knits
12355,868,46,"Comfortable, shrinks after washing","I ordered the ivory in xl. when i received it, there was more material than i expected. but, after washing & air-drying, it shrunk a lot. it's pretty and comfortable. worth getting on sale.",4,1,0,General,Tops,Knits
12358,868,27,A little disappointed,"I loved this top when i saw it online, and ordered it right away. however, the fit is way off. i am always a size medium. always. but i was swimming in this and had to return it. even if it had fit, i wasn't thrilled with it. i thought it would be something i could dress up, especially with the lace detail, but instead it looked really frumpy. i would recommend this top as long as you know to order a smaller size and are looking for something a little more casual.",3,1,0,General,Tops,Knits
12362,868,44,,"Great top! super cute. runs a little big, i usually purchase l but the m fit better. it's thin, but not see through, so it lays well.",5,1,0,General,Tops,Knits
12363,868,35,Not my favorite,"I was hoping to love this tunic, but it isn't what i was hoping for. the material is cute, but the piece itself is a little too baggy and just doesn't do anything for my shape. just made me look boxy all around. it felt more like a poncho than a tailored tunic. unfortunately, it has to go back.",3,0,1,General,Tops,Knits
12365,868,62,So fun and comfy!,"I purchased this in the ivory color in store and liked it so much i ordered the plum color on-line. i am almost always an xl, but this fit better in the l size. it's very soft and comfy and i love the swingy style. will be wearing it a lot!",5,1,0,General,Tops,Knits
12369,868,38,Comfy and pretty and run 2 sizes too big.,"I'm always an xl in retailer blouses, and to be quite honest sometimes the xl are too tight to keep. however, in this blouse the size medium fits me like a normal size xl would, meaning i had to go down 2 sizes. even at size medium the blouse is still very loose and flowy. the body is cut like a trapeze a-line, so very forgiving. the fabric has a lot of stretch to it, so the arms aren't tight. the fabric is very comfortable and the lace detail is nice. just a heads up for anyone who would c",5,1,9,General,Tops,Knits
12370,868,37,Cozy elegance!,"First off, this top is super cozy! i adore an easy top that has beautiful detail - and this one does! the fabric is a lot like a thermal shirt, but not too warm. it's very stretchy!! not sure if it will stretch out with wear, but you could easily size down. the body has a ton of room. because of the cute cut, you could wear it oversized without it drowning you, or you could size down to keep it more slim. the lace is simple and even more beautiful in person! i highly recommend this one - especia",5,1,15,General,Tops,Knits
12371,868,39,Runs very large!,I'm not sure i recommend this shirt but i did purchase the plum yesterday. i'm always always a m and had to size down to an xs on this one. that's how large it was! even the xs had plenty of room; i'm 5'6 145 lbs 36b for reference. the material look like it will stretch out even further but i got it anyway. it was on sale plus 25% off and for that price i can use it for casual days on the weekends. it's comfortable on and loved the lace detail.,3,0,0,General,Tops,Knits
12374,868,39,Pretty but run large,I bought the neutral color. this is a lightweight tunic sweater that can be worn during spring. the lace detail is so pretty...i ordered my normal size small and would have preferred an extra small...the top flows nice but would've been a better overall fit if i sized down. i'm 5'7 140 lbs for reference. make sure you size down at least 1 size.,4,1,0,General,Tops,Knits
12376,868,38,Five of me could fit in this top!,"I am 6' and typically wear a size 8-10. i am a rather busty kind of gal (36h), so i usually order larges in tops so that i am sure there is no pull across my chest. i ordered a large in this top in the plum color. when i received the top, i could not stop laughing at how huge it was... the fit in the chest area is fine, but i can wrap the sides around me and tie them into a bow. at least half of the material needs to be removed! despite how huge the top is, it is very cute otherwise! i just mail",3,0,0,General,Tops,Knits
12379,868,63,,"What a beautiful flowing top. i am either a large or xl in tops but only needed a large in this top. i purchased it in the neutral color, but will probably get it in plum. if you have some flaws in your middle, this conceals everything. the material is so soft. you can dress it up or down and wear it from now until late fall. the plum color was beautiful, but i have more to wear with neutral. a great, versatile top.",5,1,28,General,Tops,Knits
12381,868,38,Comfy and stylish,I'm 7months preggars and this top actually compliments my belly. extremely comfortable.,5,1,0,General,Tops,Knits
12387,868,24,Nice spring top,"I do a lot of online shopping and, consequently, a lot of returning. when i saw this shirt online i was really excited about it - it just looks very elegant, nice and airy. when the shirt arrived, i almost thought that i should return it, because there was blue lint all over the body and sleeves. turns out that this is part of the shirt; if you zoom in, you can see the blue specs woven in. i didn't end up returning the shirt, because it's extremely comfortable, and i still get a lot of complimen",4,1,0,General,Tops,Knits
12389,868,34,Be careful how you wash!,"This shirt is beautiful. it is flowy and light, a perfect piece for transitioning from winter to spring. however, do not follow the washing instructions on the tag. it says you can machine wash, tumble dry low, and despite going one step further and washing on my gentle cycle in cold water and drying it on extra low, it came out of the wash so small that a child could barely wear it. it went from being a tunic to an inappropriate crop top i will never wear again. if you do order, please take the",2,0,16,General,Tops,Knits
12626,868,66,Cute top,"Great buy on sale. i wanted a foundation tee to wear under cardigans and it's great for that. perfect length, interesting, textured fabric.  i got the white in a large. fits well. a bit oversized but in a good way. stick to your normal size.",4,1,0,General Petite,Tops,Knits
12695,868,59,Best in cream,"I ordered this in grey first but didn't care for the black lace ---- so, decided to try the cream/beige/neutral and i just love it. i have areas i am trying to ""cover up"" and this really fits the bill without looking too much like an oversized tunic. the back is the clincher. different and surprising. washes excellently, but i did line dry as i was afraid of shrinkage. if there are any left you won't be sorry and the neutral color looks good on almost everyone!",5,1,5,General Petite,Tops,Knits
12712,868,36,Flattering loungewear,This sweatshirt is very cute on. it works well with leggings or skinny jeans. it's the perfect thing to wear when you want to be comfortable but still look feminine.,5,1,11,General Petite,Tops,Knits
13502,868,44,,Runs very big.  i ordered a l and need a m.  unfortunately no medium left!  great top with lots of character. hate i missed this cute top,3,1,0,General,Tops,Knits
13548,868,41,Pretty but swingy,This top is very airly and swingy.  definitely need to wear skinny jeans to off set the volume on top.  it is a pretty top and also unique so i kept it.,4,1,1,General,Tops,Knits
13552,868,26,Oversized swing,"I was very pleasantly surprised by the beautiful, intricate threaded material of this shirt! it takes the shirt from a casual top to an intricate and unique piece in my closet that can be dressed up or down. the top is definitely larger than i expected - i wear a size small (ordered a small) and it's very wide (lots of extra material) as it falls! i checked it to see if i had accidentally received a large when it first came. it looks like a baby doll shirt, with the shirt getting wider and more",3,1,3,General,Tops,Knits
13559,868,35,Lovely,"Cute top, perfect by itself or for layering. i sensed it would run large, so i ordered an xxs, 115 lbs, 5'2"".",5,1,12,General,Tops,Knits
13586,868,37,Color not as pictured,"I had high hopes for this top based on the photos, but when it arrived it is a very thin cheap feeling top. the color is a dusty rose color that has a yellowish mottle throughout it, almost like a tie dye or slub effect.  not pretty at all.",1,0,0,General,Tops,Knits
13587,868,38,Certain to be a fav,Love this top!  it is fitted through the shoulders and arms and has a slight swing.  the peplum falls at a great spot and the material lays nicely.  very flattering on my 5 months postpartum body that is on the rebound.  i got the blue but i might get the pink too!,5,1,0,General,Tops,Knits
13591,868,60,Unexpectedly flattering,"I did not have the same experience as the other reviewers. found the color just as pictured - a dusty pink (made to look worn - so may not be your thing). fabric hangs nicely and is slimming on me. long enough for leggings but great with jeans, booties and long necklace (needs accessorizing). the aged look may not be for all, but overall i love it.",5,1,0,General,Tops,Knits
13594,868,31,Colors look nothing like online photos:(,"When i saw this top online, i thought i'd love it and immediately ordered it in both colors.  they arrived today and i am soooo disappointed.  i have never seen such drab colors.  the blue is a muddy grayish hue (like an overcast day) and the pink is a dusty shade of peach.  yuck.  and i was hoping the ruffle at the bottom would have a chiffon-like flowy effect.  instead, the ruffle is made of a cheap looking knit.  back these go...",1,0,0,General,Tops,Knits
13597,868,40,Very nice,Great color. great length. will go perfect with leggings and skinny jeans/pants. this will work well when the weather transitions and will be super cute under a cardigan when it gets cold.,5,1,17,General,Tops,Knits
13602,868,72,Blah,"I just received my back-ordered wildberry top in blue. it's not blue but instead a dull, mottled purplish hue. it looks like a well-worn, stretched out tee shirt with a tired ruffle along the bottom. so disappointing. it's going back for sure.",2,0,0,General,Tops,Knits
13613,868,36,Disappointing,The pink version of this top finally arrived -- nearly 2 months after ordering.  the expected delivery date kept slipping.  the color is not as shown online.  online it looks like a light pink.  the actual top was more of taupe color.  it's a basic tee with pretty ruffling at the bottom.  not enough to keep.,3,1,0,General,Tops,Knits
13620,868,66,Darling!,"This top is just darling!  the body of the top is lightweight ""sweatshirt"" type material that's dyed to appear well used.  the ruffling along the bottom is color coordinated and beautifully textured.  great to wear with leggings!  the back hangs lower than the front so your rear will be covered.  extremely comfortable, machine washable.  an unexpectedly ""nicer than it looks online"" garment.  i bought the blue version which looks more lavender irl.",5,1,0,General,Tops,Knits
13729,868,44,"Pretty, lightweight shirt for summer but huge","The previous reviewer was right on with her review, including that the shirt is a bit darker in color irl. i'm writing this review to emphasize how large this shirt runs. i'm typically a small in shirts, usually a 4 and occasionally a 6 if it's a very fitted style. i'm 5'5"", 125lbs, 34b, and i went with the xs in this, and it is huge on me. i really like it though, so i'm considering reordering in an xxs, i've never worn an xxs. i'm starting to get frustrated with inconsistent sizing, especially",4,1,5,General,Tops,Knits
13752,868,46,Fun new top,This top is very cute and is made out of soft material that isn't clingy at all. and you don't have to be stick thin for it to look good. i don't like to show my arms normally but this top is very flattering all around. i love it!,5,1,0,General,Tops,Knits
13754,868,37,,"This top had so much potential! i bought the striped colorway in an xs, which is my normal size. i am a 32d with an athletic build so the sleeves are tighter on my arms than pictured, although they are adjustable. the top of the shirt fits perfectly, but the bottom is very wide and short. i'm only 5'2"" but it's still just a tad shorter than i'd like. i wish it was slightly more fitted and then it would be perfect. unfortunately, this one is going back.",4,0,1,General,Tops,Knits
13770,868,44,Best shirt ever!!! go get it!!!,"I bought this shirt in every color. i look sexy and the best part is how comfortable it is. it is very versatile. i wear it at networking semi formal events/ dinners/ going out with friends, and everywhere. i feel awesome with it.",5,1,0,General Petite,Tops,Knits
13793,868,41,Cute top,Very cute top and so comfortable! it runs big i'm between a medium and large. i ordered the large and it's definitely a little big but wearable. i probably should've swapped it for a medium but it's still really cute!,4,1,0,General Petite,Tops,Knits
13795,868,46,Soft top but too revealing for non-toned arms,"The fabric is super soft and the grey is pretty, but it is light grey not dark grey as described when you select to buy it. my biggest issue with the top is that the cold shoulder arm reveals the entire arm, so if you aren't completely toned with your tricep and all over arm, it will show... which is why i bought this to hide my blunders",3,1,1,General Petite,Tops,Knits
13800,868,43,This blouse has an 80's vibe!,"I wasn't sure i would like this top, but wanted something different, than what i already own. i ordered it in an xs (my usual size) and it is slightly loose (which i knew it would be based on the cut). it looks great with jeans or shorts. i purchased the black and white striped one because it looks more interesting. the ties may drive me crazy- we'll see. i like the weight of the fabric, i just hope it doesn't pill. for reference, i am 5'3 and 123lbs. i usually wear a 2/4.",4,1,9,General,Tops,Knits
13830,868,37,So cute,I love the off the shoulder trend but don't like having to wear a strapless bra so this style caught my eye. it is cute and different and people compliment me on it. swingy but flattering and i got the turquoise but i like it so much i just ordered another one in the black and white stripe.,5,1,0,General,Tops,Knits
13836,868,55,"Love the color & open shoulders, but too blousy","I love the color (coral/pink) and the open shoulder design of this top, but it's too blousy at the bottom (way too much fabric). i ordered a small. i am 5'4"" and 120 lbs. i might try an xs if they still have them in stock. fabric is comfortable. the ties on the sleeves add a special touch.",3,1,0,General,Tops,Knits
13858,868,65,So soft but tickles :d,"The fabric is divine. it's a thin polyester knit that just floats on your body. it's soft and drapes wonderfully. it's like wearing a nightgown. 

the styling is so sexy. it looks really alluring but it's actually just a plain ol' tank top with a bit of a sleeve dangling at the elbows. it's very modest really.

the silly thing is, it tickles! yeah those dangling ties tickle your arms when you move. lol

i bought the grey in a xl and the fit is perfect. it says ""dark grey"" but it's really l",5,1,0,General,Tops,Knits
13866,868,55,Just adorable !! a must for every wardrobe,I just received this and absolutely love it !!! i love cold shoulder designs and this one is unique and so well made. i am usually a size small and it fit perfectly. i would say it runs true to size and will look perfect with white or black pants and a cute sandal. i am so glad i got it. love the quality .,5,1,17,General,Tops,Knits
13871,868,54,Love the cutout and the sleeve detail,This is very cute. i got a lot of compliments when i wore it. i'm 5'10 so i always struggle with tops being too short but this was ok,5,1,0,General,Tops,Knits
13877,868,48,Sleeve detail is fab!,"This piece is a winner solely b/c of the sleeves. otherwise, it's a plain, large tee. however, the sleeves are gorgeous and so unique! had they had my size left, i would have purchased in other colors (i got pink). it runs large, so size down.",4,1,0,General,Tops,Knits
13906,868,41,Too short,"This top would be great if it were longer and the neck wasn't so open. even for a boatneck, the neck was too wide. for those that don't mind showing their stomachs this top will be okay. the material is nice and stretchy and i like the stripes but just way too short for me.",3,0,2,General,Tops,Knits
13909,868,38,Too thick,"This sweater was pretty short. beyond that, when i raised my arms, the thickness of the sweater caused the shoulders to rise up and stay there when i put my arms down.",2,0,2,General,Tops,Knits
13928,868,39,Works if you're broad shouldered,"If you are like me and your shoulders are broader than your hips, the boat-neck on this won't be too wide on you.
----------
i am normally a m or l in retailer tops, and went with the m, and i have very large biceps. if you're broad-shouldered but have smaller arms, i would recommended sizing down a size.
----------
i have a very long torso and didn't find this to be too short...but i love jeans with a 10"" rise. if you are going to pair this with low or medium (8.5"") rise jeans, then yes, you will",3,1,22,General,Tops,Knits
13948,868,54,Cute and comfortable,"Love this top, looks really cute with a pair of high waist jeans. it is a nice thick cotton fabric that does not stretch out after wearing. it is short, so for me the high waist pants were a must, but if you don't mind showing your belly, then it would be cute with anything, the boat neck collar is not so wide that it shows your bra straps as with some. overall it was a good fit.",5,1,0,General,Tops,Knits
14676,868,48,Nice blouse,"It's soft and feels nice on skin.
true to size and fits just fine. more form fitting than model picture.",4,1,1,General,Tops,Knits
14702,868,42,Better than a basic,"Lovely feel to this almost-cowl neck turtleneck. it's quite thin, and has 3/4 length sleeves, so it won't keep you warm. but the fabric is soft, the ribbing is flattering, and the fit is loose without feeling frumpy. overall, a good staple that's a bit more interesting. the mauve-ish color looks great with grays.",4,1,2,General,Tops,Knits
14729,868,32,,"Best beachy summer tunic in the store. can be worn knotted at the hip or worn straight. can be worn over jeans, shorts, a bathing suit, take your pick. wear it with a tank/cami underneath or not. it works wither way. asymmetrical cut. great for us long-legged tall people. fabulous buy. only con is that it's a tad delicate. unfinished hem and loose-knit. will easily snag if you aren't mindful. i recommend hand wash, air dry.",5,1,0,General,Tops,Knits
14731,868,42,Fun summer top,"I really like this top! it's lightweight, great quality, and i've worn it for casual weekend outings and also dressed up for work.",5,1,0,General,Tops,Knits
14733,868,48,Cute breezy tank for summer,"Love this tank! i ordered a small and it fits beautifully. i am 5'5"" and 140 lbs. . tank is sheer so i wear a cami underneath. length is quite long but i wear it with skinny white capris and it looks chic. my only concern is the raw hem edge. worried about how this will hold up with some washings. other than that i love it. i received many compliments when i wore it.",5,1,0,General,Tops,Knits
14736,868,32,Great for layering!,"Even though this shirt is incredibly thin, i love that i can wear it multiple ways throughout the year. it can be used as a swimsuit coverup, with white jeans in the summer, over skinny jeans and with a sweater in the fall/winter. this is a great piece to own!",5,1,0,General,Tops,Knits
14740,868,32,Unique but not orange,"This has a unique style and feel to the fabric which i like. however, the color is not orange as advertised. it's more or a reddish pink tone which was somewhat disappointing because orange is what i was looking for. i will still keep it to pair with other outfits in mind.",4,1,0,General,Tops,Knits
14753,868,37,Scoop it up before its gone!,"This one arrived at my store and was sold out in two days! everyone loves it. the fabric is a woven material. very light, a little sheer but comfortable and really airy! it has a bit of weight to it, so it doesn't stick at all which is a win for me. the colors are perfectly neutral. this is as long as it looks in the photos. tunic length and i love it! i am 5'8 and it hits below my toosh. loved wearing this with leggings and jacket, or pairing it with denim. i adore it and i'm so glad i grabbed",5,1,0,General,Tops,Knits
14754,868,52,Terrible quality cut,"Cut out design, no seems or hems.
 very disappointed in retailer",1,0,0,General,Tops,Knits
14757,868,64,Cute but won't last,"Wore it a couple of times, it is cool and comfortable. washed it and the raw edges are starting to fray. i might get one or two more wears out of it. hand washed and hung dry.",2,0,0,General,Tops,Knits
14758,868,48,I love the feel of this tunic!,"I was so excited to receive the playa tunic in the mail! i love the colors and the flowy bottom and raw edges. this tunic could be worn as a dress or with jeggings, jeans, or leggings. this is a wonderful fall transition piece!!",5,1,0,General,Tops,Knits
14759,868,23,Lovely tunic,"I love this tunic! with that said the reason i only gave 4 stars over all was because the material wasn't what i was expecting. it's more like a thin sweater like material, with raw edge which normally is fine but i do worry about how long this will last. the design and colors are lovely! i have worn it with leggings and cropped jeans and it looks fantastic! great summer top/dress/tunic!",4,1,1,General,Tops,Knits
14762,868,38,,I am usually an xs but ordered an xxs in this because it looked like it ran large. glad i did. it's still roomy but doesn't look too big. could be a swim cover-up or would look cute with jeans. very pleased.,5,1,8,General,Tops,Knits
14821,868,53,Cute spring/summer top,I was just at the store and purchased this cute top which runs tts for me. i wasn't expecting to find anything at the store but the beautiful lace and adorable tie at the front caught my eye so i bought the small which is my usual size at retailer (34d-27-35) and it fits perfectly. the material is a touch thin but that's okay with me since i don't want heavy clothes for the warmer months anyway. i also don't find this top particularly see through as it's black and will wear a full coverage bra wit,5,1,17,General,Tops,Knits
14830,868,64,"True to size-a bit big, but a great casual top","This is definitely again, a bit big. i'm usually a med, that is what i got, i could have gotten a small, but the arm holes might have been a tad tight then. i'm keeping the med, in case it shrinks, as it is part rayon, and rayon always shrinks if put in the washer. it is a great casual piece that will go with most anything. i love the tie, as you can then tighten the waist up a bit, or leave looser. the material is soft and not clingy. this is why i love a rayon blend. it hits me below my waist",4,1,0,General,Tops,Knits
14831,868,31,Great detailing & comfy,Love how breezy this shirt is and adds unique texture & detailing to your outfit. the simple black color is a nice touch so the color does not compete with the detailing.,5,1,0,General,Tops,Knits
14833,868,54,So cute,"Love this top, very flattering. love it so much, i actually wish it was a dress...a knit summer dress with a tie at the waist would be perfect. seems to run a little big, so if you're deciding between sizes, size down.",5,1,0,General,Tops,Knits
14843,868,41,Adorable!,"This top is very versatile. i wore it out to dinner with skinny jeans on a friday night, but it can easily transition to a saturday afternoon stroll around town top.",5,1,0,General,Tops,Knits
14846,868,41,Great for shorter torsos ... not so much on me,"This top is lovely! i wanted so badly to make it work for me, but it is just too short and makes me look broad. i am 5' 11"" and have a long torso, and the keyhole where the tie is gapes (fixed that with two safety pins, though - and would have stitched it shut if i was keeping this lovely blouse).

the fact that i cannot lift my arms up without flashing my tummy to the world didn't even deter me enough to return it.

but the overall fit was just boxy on me. it made me look larger overall. fo",4,1,6,General Petite,Tops,Knits
14847,868,55,Beautiful. unique. flattering,"I just received this top today, and as usual, retailer doesn't disappoint!! it's beautiful, runs a bit generous and has such pretty detail. i'm 5'2, 128 pounds and always wear a size small. this small fits well with just enough room to be a little generous around your waist. what a steal!! don't miss this perfect addition to any wardrobe.",5,1,0,General Petite,Tops,Knits
14849,868,57,Cute and different,This is a great little top. the tie sits right at the waist and loose enough to slide over top of pants or shorts. the detailing at neck and shoulders is very eye catching. i received several compliments when i wore it.,5,1,0,General Petite,Tops,Knits
14985,868,76,Light and breezy,"This top has slightly more of a burnout effect than i realized. i like it and its great for layering, but you must wear something underneath as it is quite sheer.",4,1,1,General,Tops,Knits
15185,868,52,"Beautiful, full, flowing","I bought the wine color. typically wear med or large., med was plenty big.... the color is deep and beautiful. is so soft and flowing. i love it!",5,1,0,General,Tops,Knits
15190,868,64,,"I love this top!! very comfortable and versatile!!
i will be purchasing the top in all the other colors!!",4,1,0,General Petite,Tops,Knits
15193,868,58,Love the boho look!,"Soft and pretty, but way too big and wide. love the bell-sleeve detail. i'm exchanging for one size smaller.",4,1,0,General Petite,Tops,Knits
15197,868,30,Love!,"Pretty obsessed with this top. it feels like a cotton, poncho. it's definitely made to be over-sized and flowy. it even hangs off the shoulder some. it does run very large. i'm normally a medium to a large and i purchased the xs (never ever an xs normally). even still it's loose as it's designed to be. so definitely size down 2 sizes. other than that super comfy and a casual top that can be worn to make my leggings and flip flops a little more ""fancy"". would also be nice with jeans for a casual",5,1,0,General Petite,Tops,Knits
15221,868,66,I like it,"The moss color intrigued me so i ordered a medium instead of large because it looked oversized. i generally wear a large. medium is a good fit. probably could have ordered the small, but wanted to preserve the draping on the side. this top is very wide but it looks great on. so do size down. love the color variations. it's true to the pics and is a nice addition to my casual lifestyle.",4,1,11,General Petite,Tops,Knits
15225,868,52,"Sloppy, shapeless, ginormous top","I sized way down and this top was still shapeless and tent-like. the sweatshirt fabric overpowered the cute, feminine details.",1,0,0,General Petite,Tops,Knits
15228,868,28,So comfy!,I absolutely love this top! ordered the moss color in size xxs. i am 5'5 105 lbs. i typically wear xs and 0 in retailer clothing. this top is kinda flared/loose fitting so i would size down. the website currently says it's by everleigh but the tag says eri & ali. color is a little darker in person but tie dye effect is spot on. it's beautiful! and super super comfy! i am currently wearing it with my lululemons! but can defin see this top being dressed up with a cute pendant necklace and skinny bla,5,1,1,General Petite,Tops,Knits
15246,868,75,This is this season's favorite brand for me.,This is tee is so soft and the other one in the same brand is the same. love the details also and the color wash.,5,1,0,General,Tops,Knits
15545,868,30,Huge,"Agree with other poster. this shirt runs very big. i'm all for a flowy, shirt that hides my belly but this is just a tent. i'll be retuning it.",1,0,5,General,Tops,Knits
15578,868,43,Runs large,I normally wear a large to medium but due to other reviews i ordered a med and could've worn a small. i still love it and i'm so glad i ordered.,4,1,0,General,Tops,Knits
16455,868,45,Frumpy if you are petite,"I loved the criss cross part of this tank. however, it looked so frumpy on. the cut was just odd and if you are petite it felt like a tent. i was so bummed because that criss cross was awesome but it just looked so weird on. i returned it. the material felt nice too.",1,0,1,General,Tops,Knits
16463,868,43,,"I love this top! the neckline is so unusual and so flattering. i am normally either a small or xs, but this fit great in the xs. i was also able to wear a regular bra which is always nice since i am large chested. great top...highly recommend.",5,1,2,General,Tops,Knits
16465,868,25,,"Bought this tank on a whim, but i'm so happy i did! so flattering, comfy and well made.",5,1,1,General,Tops,Knits
16466,868,39,Not peachy,"I fell in love with the shirt when i saw it online; but, i was incredibly disappointed with it when it was delivered.  on the positive side, the macrame is stunning.  once again, there was way too much fabric which makes me look pregnant.  most importantly, the color is not peach!  it's almost a burnt indian red or brick red/orange.  it was a disgusting color.",3,0,1,General,Tops,Knits
16471,868,46,Too big,"I love the teal color of this t-shirt and the macrame design at the top is beautiful, however, the top is way too large.  i usually wear a size xs or s in retailer tops, so i ordered the size s, there is so much fabric below the chest it fits like a maternity top.  i know if i order an xs, i will have the same problem.  below the bust, the top is not flattering and it&amp;#39;s a shame.",1,0,0,General,Tops,Knits
16481,868,25,Lovely but...,Really like this tee but i do wish it was made of another material. i like the design. simple with a nice macrame detail. the material is a very plain with much to be desired. ultimately kept the shirt but would have loved it more if it was made with something that felt better quality.,5,1,0,General,Tops,Knits
16483,868,48,Unflattering cut,"I tried this top in xs in store.  i loved the macrame  detail and quality of fabric.  it billowed out too much below the chest and looked tent like.  my daughter laughed when she saw me in it- so did i!  i didn't buy it.  i'm 5'2"", 115#.",3,0,0,General,Tops,Knits
16484,868,31,"Great design, poor execution","I love the material of this shirt and i love the design; however, there is just too much fabric. it felt very boxy and gave me no shape at all. for someone who is petite this just wasn't flattering. i love the design idea though!",3,0,1,General,Tops,Knits
16485,868,42,Adorable but runs big,"Lovey top in the photos. however, its fairly large and the chest area can make you look even larger. i'm 5'3, 118lbs, 36c. generally wear xs or 2s in retailer tops. ordered the xs but it was just too large and unflattering. the lace work is so pretty. it has potential but the design doesn't work well for some.",2,0,1,General,Tops,Knits
16487,868,32,Super cute,"This is a very cute top. i am 5'4'', 170lbs, 34dd, and a large fit great. it fit perfectly in the chest, but the top is meant to be baggy at the bottom and long (it covers my bum). looks very cute with skinny jeans. love it!",5,1,2,General,Tops,Knits
16488,868,33,Loreley tank,"This is a great, effortless top. you can dress it up or down and fits true to size. it's forgiving and the straps draw your eye to the most flattering part of the body. the fabric is stretchy and and comfortable.",4,1,0,General,Tops,Knits
16652,868,26,,"Ordered this is the navy in a size m.....i'm 5' 5"", 135 lbs, 34d. it was huge!!! it is also very billowy but i'm going to try it in a petite s. i also changed colors to the ivory as the navy was really plain. hoping this size change works!",4,1,30,General,Tops,Knits
16654,868,30,My new favorite top,"This top is wonderfully comfortable and well made. i've taken a few accidental naps while wearing it because i was just so comfortable. at the same time, i receive complements on the shirt every time i wear it. itt pairs well with so many types of pants. the only negative is that i only own one (the cream color). i regret greatly that i did not purchase it in all available colors when i had the chance! i really hope to see this top come back again later!",5,1,0,General,Tops,Knits
16659,868,36,Subtly soft,"I purchased this in the light red, and love it!!! this top is so incredibly soft and ridiculously comfortable.  definitely worth buying.  the material is high quality and can easily shift from season to season.  wear alone with shorts and wedges for summer or put it over a long sleeve top,  or even a holding horses jean shirt with a pair of black leggings and boots for fall.  
absolutely love the softness and the consistency of the fabric.",5,1,2,General,Tops,Knits
16661,868,32,So soft and flowy,"This tunic is a great length - i'm 5'4"" and it hits me mid/lower thigh. it's so soft and flowy which i love. i got a medium which is my normal size so i would say it runs a little big given that i'm almost 5 months pregnant with my second but it will still look and feel great post baby. arm holes are big but a cami can fix that. i got both colors available: the ivory and light red.",5,1,0,General,Tops,Knits
16664,868,37,"Love this, great for larger chests","I *love* this tunic. i'm 5'5"" and can wear it as a dress with bike shorts or leggings. it is so soft and comfortable, and i love the pink color--very versatile. my favorite thing about this piece--i am a 36dd and haven't bought a button down shirt in years until this tunic, which fits over my chest and is so flattering! many reviewers are saying that this tunic runs large--i agree, but for those of us who are busty, it's an opportunity to wear a cute, breezy style with buttons and a collar!",5,1,11,General,Tops,Knits
16665,868,43,Makes me look pregnant,"I normally wear regular s, but even the xsp is too wide on me. it is really maternity wear. 

also, since the material is thin, the ivory is too shear for my liking.",3,0,4,General,Tops,Knits
16672,868,55,Breezy & comfy,"This top does run large. i'm 5'8 142 lbs and usually a medium. i bought a small and probably could have gone xs. that said, i love this top. its soft and comfy and swingy. i bought the light red and its pretty true to the online color.",5,1,0,General,Tops,Knits
